"","stat.socio","dwelling.size","dwelling.tenure2","region.f","state.f","municipality.pop","ac.acquire","total_niv","material.wall","material.roof","material.floor","antigua","cuart_dorm","fridge.adopt","washing.adopt","iron.adopt","tv.adopt","celphone.adopt","fan.adopt","cons.month.kwh.hig1"
"19540","mid-low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",3,1,"Yes","Yes","No","Yes","Yes","No",55.6462265159125
"19543","mid-low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","No",120.707396638536
"19544","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",10,1,"Yes","No","Yes","Yes","Yes","No",31.4412398812187
"19547","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",8,3,"Yes","Yes","Yes","Yes","Yes","No",107.24452166513
"19548","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",11,2,"Yes","Yes","Yes","Yes","Yes","No",52.7479855515421
"19549","mid-low","151-200m2","Owned","Temperate","Queretaro","<2.5k","No",3,"brick","concrete","wood/mosaic",12,5,"Yes","Yes","Yes","Yes","Yes","Yes",78.3955038649741
"19551","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",50,2,"Yes","Yes","Yes","Yes","Yes","Yes",145.972126447211
"19554","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",15,2,"Yes","No","No","Yes","Yes","No",107.088338507221
"19555","low",">30m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","dirt",1,2,"No","No","No","No","Yes","No",27.0284342838547
"19557","low","76-100m2","Borrowed","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",18,3,"Yes","No","Yes","Yes","Yes","No",68.3984867591425
"19558","low","56-75m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",6,2,"Yes","No","No","Yes","Yes","No",80.5503441760022
"19559","low",">30m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",13,2,"Yes","No","No","Yes","Yes","Yes",101.597718990417
"19561","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",16,2,"Yes","Yes","No","Yes","Yes","No",27.5800349835252
"19562","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",20,3,"No","Yes","No","Yes","Yes","No",133.208637685271
"19563","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",3,1,"Yes","Yes","No","Yes","Yes","No",34.1992433795713
"19565","low",">30m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",8,2,"No","No","No","Yes","Yes","No",37.1991770093582
"19566","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",30,2,"Yes","Yes","Yes","Yes","Yes","No",66.743684660131
"19567","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",20,2,"Yes","No","Yes","Yes","No","No",168.159862393372
"19568","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","asbestus laminate","cement",20,1,"No","No","Yes","Yes","Yes","No",27.0284342838547
"19569","low","31-55m2","Borrowed","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",15,2,"Yes","Yes","No","Yes","Yes","No",161.171453887617
"19570","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",98,3,"Yes","Yes","No","Yes","No","No",74.1949686878834
"19594","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",25,3,"Yes","No","No","No","Yes","Yes",62.5020654868026
"19595","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",3,4,"Yes","Yes","No","Yes","Yes","No",29.9993362978695
"19596","low","56-75m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",20,2,"Yes","Yes","No","Yes","No","Yes",26.0565663844352
"19599","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","Yes",2,"brick","concrete","cement",25,4,"Yes","No","Yes","Yes","Yes","No",248.004766180839
"19600","low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",15,4,"Yes","Yes","Yes","Yes","Yes","Yes",164.798300752918
"19602","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"wood","metal laminate","cement",32,1,"No","No","No","No","No","No",29.4821063616994
"19604","low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",18,3,"Yes","Yes","No","Yes","Yes","Yes",59.0212748647439
"19609","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",15,3,"No","Yes","No","Yes","No","No",72.5259816497804
"19610","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",55,3,"Yes","Yes","Yes","Yes","Yes","Yes",23.7188300858317
"19613","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"adobe","asbestus laminate","dirt",99,3,"Yes","Yes","No","Yes","Yes","Yes",28.8924642344654
"19614","low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",16,2,"Yes","No","No","No","No","Yes",125.65152420801
"19616","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","metal laminate","cement",16,2,"Yes","Yes","No","Yes","No","No",133.491666095068
"19618","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",10,1,"Yes","No","No","Yes","No","No",145.129329390571
"19619","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",15,4,"Yes","Yes","No","Yes","Yes","Yes",142.841941999711
"19621","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",20,1,"No","No","No","No","No","No",28.8924642344654
"19623","low",">30m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",9,2,"Yes","Yes","No","Yes","No","No",83.1708988601933
"19624","low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",21,1,"Yes","No","No","Yes","Yes","No",83.6844904616694
"19625","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",15,1,"No","No","No","Yes","No","No",35.1441662424214
"19626","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",19,2,"Yes","Yes","No","No","Yes","No",65.5002457947721
"19628","low","31-55m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","dirt",99,1,"No","No","No","No","No","No",46.9515036228012
"19651","mid-low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",15,2,"Yes","Yes","Yes","Yes","Yes","No",142.296837153789
"19655","mid-low",">30m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",5,1,"Yes","Yes","No","Yes","Yes","No",59.9888367477725
"19657","mid-low","Don't know","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","No",152.36997786085
"19658","mid-low","Don't know","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",10,2,"Yes","Yes","Yes","Yes","Yes","No",139.940075171974
"19660","mid-low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",15,4,"Yes","Yes","Yes","Yes","Yes","No",118.609986967556
"19663","mid-low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",34,3,"No","No","No","Yes","Yes","Yes",112.564304822004
"19670","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",70,1,"Yes","Yes","No","Yes","No","No",73.1156237770144
"19671","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",2,1,"Yes","No","No","Yes","Yes","No",104.359619885115
"19672","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",81.4654474288028
"19673","low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","asbestus laminate","cement",25,2,"Yes","Yes","No","Yes","Yes","No",162.169303032396
"19675","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",12,2,"Yes","Yes","Yes","Yes","No","No",139.026150627615
"19678","low","56-75m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",10,3,"Yes","Yes","No","Yes","Yes","No",47.8789407313998
"19679","low","76-100m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","asbestus laminate","cement",26,1,"Yes","Yes","Yes","Yes","Yes","No",93.090728914336
"19681","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","asbestus laminate","cement",40,3,"Yes","Yes","No","Yes","Yes","No",37.0491803278688
"19683","low","151-200m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","tile","cement",50,3,"Yes","Yes","Yes","Yes","Yes","No",59.1241156731571
"19684","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",10,2,"Yes","No","No","Yes","Yes","No",134.245946772713
"19685","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",3,1,"Yes","No","No","Yes","Yes","No",28.8924642344654
"19686","low","31-55m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",15,2,"Yes","Yes","Yes","Yes","Yes","No",56.9987389659521
"19688","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",12,2,"No","Yes","Yes","Yes","Yes","No",76.8899311647996
"19691","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",8,4,"Yes","Yes","Yes","Yes","Yes","No",92.9042380888109
"19692","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",2,2,"Yes","Yes","No","Yes","Yes","No",142.811701319334
"19693","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","asbestus laminate","cement",22,1,"Yes","Yes","No","Yes","Yes","No",33.6476426799007
"19694","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",30,5,"Yes","Yes","No","Yes","Yes","No",218.481109135121
"19697","low","Don't know","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","asbestus laminate","cement",38,1,"No","No","Yes","Yes","Yes","No",31.3493064312736
"19700","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","asbestus laminate","cement",20,1,"Yes","No","No","Yes","No","No",37.6771325368158
"19703","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",99,1,"Yes","No","No","No","No","No",46.3718554299271
"19705","low","101-150m2","Borrowed","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",4,3,"Yes","Yes","No","Yes","Yes","No",66.1920839604605
"19708","low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",13,3,"Yes","No","Yes","Yes","Yes","No",134.719285331906
"19709","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",12,2,"Yes","No","No","Yes","Yes","No",109.947371861925
"19710","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",4,1,"Yes","Yes","Yes","Yes","Yes","No",140.396407444813
"19711","low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",12,2,"Yes","Yes","Yes","Yes","Yes","No",92.3301454473003
"19712","low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","Yes",113.984634251912
"19713","low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",17,2,"Yes","Yes","Yes","Yes","Yes","No",102.412068514644
"19714","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","No",135.626672912206
"19716","low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",17,1,"Yes","Yes","Yes","Yes","Yes","No",107.137137498197
"19720","low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","flat beam","wood/mosaic",15,2,"Yes","Yes","Yes","Yes","Yes","No",155.740430942184
"19723","low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",25,1,"Yes","Yes","Yes","Yes","Yes","Yes",59.7129646309974
"19725","low",">30m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",9,3,"Yes","No","Yes","Yes","Yes","No",85.6254129046466
"19726","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",50,1,"Yes","Yes","Yes","Yes","No","Yes",85.1255230125523
"19727","mid-low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",31,4,"Yes","No","No","Yes","Yes","Yes",107.189679218968
"19729","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",50,2,"Yes","No","Yes","Yes","Yes","Yes",40.8184517756173
"19730","mid-low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",16,2,"Yes","Yes","Yes","Yes","Yes","No",144.30926273265
"19731","mid-low","Don't know","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",30,2,"Yes","No","No","Yes","No","No",103.728307840044
"19734","mid-low","31-55m2","Rented","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",99,1,"Yes","No","No","Yes","Yes","No",61.1101234159552
"19735","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","Yes",148.142310527609
"19736","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",10,3,"Yes","Yes","Yes","Yes","No","No",90.7068386034708
"19737","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",40,1,"Yes","No","No","No","Yes","Yes",139.072295767885
"19739","mid-low","Don't know","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","No","Yes","Yes","Yes",43.7301800591239
"19741","mid-low","<201m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",30,3,"Yes","Yes","No","Yes","Yes","Yes",132.561561149599
"19742","mid-low","Don't know","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",99,1,"Yes","Yes","Yes","No","No","No",89.3116811852665
"19743","mid-low","151-200m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","metal laminate","cement",50,1,"Yes","Yes","No","Yes","Yes","Yes",124.475300310433
"19744","mid-low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","No","Yes","Yes","No",28.0321667045666
"19754","mid-low","101-150m2","Borrowed","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","cement",7,1,"Yes","Yes","No","Yes","Yes","Yes",160.567597228891
"19756","mid-low","76-100m2","Borrowed","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","wood/mosaic",99,1,"Yes","No","No","No","Yes","Yes",137.504286988134
"19763","mid-low","101-150m2","Owned","Tropical","Quintana Roo",">100k","Yes",2,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",284.828003039304
"19765","mid-low","76-100m2","Owned","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","wood/mosaic",35,2,"Yes","Yes","No","Yes","Yes","Yes",196.118325619949
"19768","mid-low","Don't know","Owned","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","cement",32,2,"Yes","Yes","Yes","Yes","Yes","Yes",137.023801358118
"19782","mid-high","<201m2","Owned","Tropical","Quintana Roo",">100k","Yes",2,"brick","concrete","wood/mosaic",30,2,"Yes","Yes","Yes","Yes","Yes","Yes",365.82226980728
"19795","mid-low","Don't know","Rented","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","wood/mosaic",99,1,"Yes","No","Yes","Yes","Yes","Yes",229.169445712079
"19805","mid-high",">30m2","Owned","Tropical","Quintana Roo",">100k","No",1,"wood","metal laminate","cement",30,1,"Yes","Yes","No","Yes","Yes","Yes",102.433751743375
"19807","mid-high","31-55m2","Owned","Tropical","Quintana Roo",">100k","Yes",1,"brick","concrete","wood/mosaic",32,2,"Yes","Yes","Yes","Yes","Yes","Yes",214.751368070426
"19810","mid-low",">30m2","Borrowed","Tropical","Quintana Roo",">100k","No",1,"wood","metal laminate","cement",15,1,"No","Yes","No","Yes","Yes","Yes",68.3887239149005
"19817","mid-high","76-100m2","Rented","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",169.105648535565
"19818","mid-high",">30m2","Owned","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","cement",15,1,"Yes","Yes","No","Yes","Yes","Yes",177.530101449784
"19831","mid-low","56-75m2","Rented","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","cement",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",127.799237895995
"19839","mid-low","56-75m2","Rented","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","wood/mosaic",13,1,"Yes","Yes","No","Yes","Yes","Yes",130.559117289783
"19842","mid-low","56-75m2","Owned","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","wood/mosaic",12,1,"Yes","Yes","Yes","Yes","Yes","Yes",71.2382540780214
"19893","mid-low","101-150m2","Owned","Tropical","Quintana Roo",">100k","No",1,"brick","metal laminate","cement",26,2,"Yes","Yes","Yes","Yes","Yes","Yes",192.279648809932
"19900","high","151-200m2","Owned","Tropical","Quintana Roo",">100k","Yes",2,"brick","concrete","wood/mosaic",11,3,"Yes","Yes","Yes","Yes","Yes","Yes",286.250949782413
"19911","mid-high","56-75m2","Owned","Tropical","Quintana Roo",">100k","No",3,"brick","concrete","wood/mosaic",99,1,"Yes","Yes","No","Yes","Yes","Yes",191.389823595391
"19926","mid-high","31-55m2","Owned","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","wood/mosaic",20,2,"Yes","No","No","Yes","Yes","No",223.402604696879
"19927","mid-high","101-150m2","Owned","Tropical","Quintana Roo",">100k","Yes",1,"brick","concrete","wood/mosaic",14,2,"Yes","Yes","Yes","Yes","Yes","Yes",298.214975251869
"19928","mid-high","101-150m2","Owned","Tropical","Quintana Roo",">100k","Yes",1,"brick","concrete","wood/mosaic",17,3,"Yes","Yes","Yes","Yes","Yes","Yes",404.77235230105
"19945","mid-low","76-100m2","Owned","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",151.283124128312
"19962","mid-low","76-100m2","Owned","Tropical","Quintana Roo",">100k","No",1,"brick","concrete","wood/mosaic",25,2,"Yes","Yes","Yes","Yes","Yes","No",254.505422394142
